Reviews,Type Of Traveller,Seat Type,Route,Date Flown,Recommended,clean_reviews,clean_reviews2,sentiment
Not Verified |  I booked a flight in April to attend my 35th class reunion in June. It was going to be a quick weekend trip back home. About 3 weeks before my trip I found out my mother (who I was going to be staying with) was diagnosed with cancer. I needed to fly out sooner than I thought so I called Alaska to see if I could change my flight. The customer service rep was very kind and pleasant. She told me there would be a hefty charge to change flights and the flight I wanted to change to was an additional $85. Without skipping a beat the rep waived the charge for the switch! I was blown away! My flight was excellent and I had a wonderful time with my mother and at the reunion. My flight home was just incredible as well! I got to my gate early thanks to me somehow getting TSA precheck on my boarding pass. While at the gate the agents asked if anyone would like to check their carry on since the flight was full. I went ahead and checked my carry on for no additional charge. As I waited to board one of the agents called my name and gave me my new boarding pass. They had changed my seat to business class (I was originally in row 20!) I never asked for preferential treatment! Needless to say I was thrilled with my new seat and the flight attendants were friendly and welcoming. This was the 4th time I flew with Alaska and I will always fly with them in the future.,Business,Economy Class,Seattle to Detroit,June 2019,yes,i booked a flight in april to attend my 35th class reunion in june it was going to be a quick weekend trip back home about 3 weeks before my trip i found out my mother who i was going to be staying with was diagnosed with cancer i needed to fly out sooner than i thought so i called alaska to see if i could change my flight the customer service rep was very kind and pleasant she told me there would be a hefty charge to change flights and the flight i wanted to change to was an additional 85 without skipping a beat the rep waived the charge for the switch i was blown away my flight was excellent and i had a wonderful time with my mother and at the reunion my flight home was just incredible as well i got to my gate early thanks to me somehow getting tsa precheck on my boarding pass while at the gate the agents asked if anyone would like to check their carry on since the flight was full i went ahead and checked my carry on for no additional charge as i waited to board one of the agents called my name and gave me my new boarding pass they had changed my seat to business class i was originally in row 20 i never asked for preferential treatment needless to say i was thrilled with my new seat and the flight attendants were friendly and welcoming this was the 4th time i flew with alaska and i will always fly with them in the future,booked flight april attend 35th class reunion june going quick weekend trip back home 3 weeks trip found mother going staying diagnosed cancer needed fly sooner thought called alaska see could change flight customer service rep kind pleasant told would hefty charge change flights flight wanted change additional 85 without skipping beat rep waived charge switch blown away flight excellent wonderful time mother reunion flight home incredible well got gate early thanks somehow getting tsa precheck boarding pass gate agents asked anyone would like check carry since flight full went ahead checked carry additional charge waited board one agents called name gave new boarding pass changed seat business class originally row 20 never asked preferential treatment needless say thrilled new seat flight attendants friendly welcoming 4th time flew alaska always fly future,POS
"✅ Trip Verified |  Dallas to Honolulu via Seattle. Alaska, you fly about a 3 star. It’s hit or miss to get a really wonderful, positive personality, flight attendant and or ticket counter worker. Today, we printed the bag tags at home. Using ink and paper and time. To get to the airport and have no way to attach the tags to our bags. Then had to stand in line anyway. So much for being ready in advanced. My partner was not happy about it. Time is so valuable. This needs to be fixed. We miss Virgin Airline planes. Big time. Can you please bring those staff members and those planes back? Virgin America staff had almost always a positive attitude and wow factor. Each plane is different with the entertainment. Very inconvenient. We would also love bigger seats so those people around us don’t keep bumping our shoulder or jogging over their own seat. Each seat should have their own designated overhead bin. Not where we have anxiety if we can use the overhead bin. We are card holders and we travel and pick you all almost 90% of the time. We would love to see some things improved.",Couple Leisure,Economy Class,Seattle to San Francisco,June 2019,no,    dallas to honolulu via seattle alaska you fly about a 3 star its hit or miss to get a really wonderful positive personality flight attendant and or ticket counter worker today we printed the bag tags at home using ink and paper and time to get to the airport and have no way to attach the tags to our bags then had to stand in line anyway so much for being ready in advanced my partner was not happy about it time is so valuable this needs to be fixed we miss virgin airline planes big time can you please bring those staff members and those planes back virgin america staff had almost always a positive attitude and wow factor each plane is different with the entertainment very inconvenient we would also love bigger seats so those people around us dont keep bumping our shoulder or jogging over their own seat each seat should have their own designated overhead bin not where we have anxiety if we can use the overhead bin we are card holders and we travel and pick you all almost 90 of the time we would love to see some things improved,dallas honolulu via seattle alaska fly 3 star hit miss get really wonderful positive personality flight attendant ticket counter worker today printed bag tags home using ink paper time get airport way attach tags bags stand line anyway much ready advanced partner happy time valuable needs fixed miss virgin airline planes big time please bring staff members planes back virgin america staff almost always positive attitude wow factor plane different entertainment inconvenient would also love bigger seats people around us dont keep bumping shoulder jogging seat seat designated overhead bin anxiety use overhead bin card holders travel pick almost 90 time would love see things improved,POS
"✅ Trip Verified |  Seattle to Detroit. Purchased a ticket for an employee that had take a leave of absence to care for a dying parent. I decided to take another employee on the business trip and when I contacted Alaska Airlines, they informed me that the ticket could not be changed. This trip is over a month away and I cannot wrap my brain around why they are not able to accommodate a simple name change. I could understand if I was asking to make changes withing a 24 hour period of the flight but the trip is more than 30 days away! I'm trying to remain professional and be understanding, I would happily pay a fee to have the changes made but I am not in a position to forfeit the $ for an airline ticket that could still be used. Someone please help me understand why this is so difficult to do? If I conducted my business in this way, I would be out of business. I would not recommend to my friends and family to travel with Alaska Airlines. This is not how you treat your customers. All I want to do is change the name on the ticket.",Solo Leisure,Economy Class,San Francisco to San Diego,May 2019,noClose,    seattle to detroit purchased a ticket for an employee that had take a leave of absence to care for a dying parent i decided to take another employee on the business trip and when i contacted alaska airlines they informed me that the ticket could not be changed this trip is over a month away and i cannot wrap my brain around why they are not able to accommodate a simple name change i could understand if i was asking to make changes withing a 24 hour period of the flight but the trip is more than 30 days away im trying to remain professional and be understanding i would happily pay a fee to have the changes made but i am not in a position to forfeit the  for an airline ticket that could still be used someone please help me understand why this is so difficult to do if i conducted my business in this way i would be out of business i would not recommend to my friends and family to travel with alaska airlines this is not how you treat your customers all i want to do is change the name on the ticket,seattle detroit purchased ticket employee take leave absence care dying parent decided take another employee business trip contacted alaska airlines informed ticket could changed trip month away cannot wrap brain around able accommodate simple name change could understand asking make changes withing 24 hour period flight trip 30 days away im trying remain professional understanding would happily pay fee changes made position forfeit airline ticket could still used someone please help understand difficult conducted business way would business would recommend friends family travel alaska airlines treat customers want change name ticket,NEU
"✅ Trip Verified |  Seattle to San Francisco. Do not fly with Alaska Airlines, their staff shortages made us miss our flights. We arrived nice and early to Seattle airport for a short hop to San Francisco onwards to Manchester, UK. We were first told to wait for the kiosks to check into our flight (check-in on-line was unavailable the night before) Once we had finished on the kiosks a ticked was issued saying our passports would need to be checked. We were then told we needed to stand in the “Assistance” lane. This lane was filled with every man and his dog (literally) there were 5 desks serving on the line we were in - only 2 of the 5 were occupied with staff (this was Memorial Weekend). The line moved very slowly as every person in this general assistance line had a long issue to resolve for example not having a Canadian eTa People we’re dropping out of this line like flies as they to were missing their flights due to incompetence from Alaska airways with regard to staffing levels on such a busy weekend. When we eventually got to the front of the queue after nearly 2 hours we had missed our first flight to San Francisco. I asked if a later flight was available at first the lovely and very apologetic staff member said yes and then made a call. After that call she was told us she was told to tell us we needed to call Condor/Thomas Cook to get us a new connecting flight as our flights were originally booked with them. After 20 minutes on hold Condor/Thomas Cook told us that it was ALASKA Airways would need to book us on to the new flights. By this time we had now missed that next available flight We were forced with either a $7000 economy flight later that day with another airline or fly home the next day from Vancouver which was a 4 hour taxi/coach ride away for $1400 total (including extra hotel stay). Our Tavel insurance would not cover the additional cost as airline incompetence is not covered. I complained to Alaska Airways who offered a $50 discount per person on flights with them. This is unacceptable as I will never fly Alaska Airlines again. Shocking. Stay away",Solo Leisure,Economy Class,Tucson to San Jose via Seattle,June 2019,no,    seattle to san francisco do not fly with alaska airlines their staff shortages made us miss our flights we arrived nice and early to seattle airport for a short hop to san francisco onwards to manchester uk we were first told to wait for the kiosks to check into our flight checkin online was unavailable the night before once we had finished on the kiosks a ticked was issued saying our passports would need to be checked we were then told we needed to stand in the assistance lane this lane was filled with every man and his dog literally there were 5 desks serving on the line we were in  only 2 of the 5 were occupied with staff this was memorial weekend the line moved very slowly as every person in this general assistance line had a long issue to resolve for example not having a canadian eta people were dropping out of this line like flies as they to were missing their flights due to incompetence from alaska airways with regard to staffing levels on such a busy weekend when we eventually got to the front of the queue after nearly 2 hours we had missed our first flight to san francisco i asked if a later flight was available at first the lovely and very apologetic staff member said yes and then made a call after that call she was told us she was told to tell us we needed to call condorthomas cook to get us a new connecting flight as our flights were originally booked with them after 20 minutes on hold condorthomas cook told us that it was alaska airways would need to book us on to the new flights by this time we had now missed that next available flight we were forced with either a 7000 economy flight later that day with another airline or fly home the next day from vancouver which was a 4 hour taxicoach ride away for 1400 total including extra hotel stay our tavel insurance would not cover the additional cost as airline incompetence is not covered i complained to alaska airways who offered a 50 discount per person on flights with them this is unacceptable as i will never fly alaska airlines again shocking stay away,seattle san francisco fly alaska airlines staff shortages made us miss flights arrived nice early seattle airport short hop san francisco onwards manchester uk first told wait kiosks check flight checkin online unavailable night finished kiosks ticked issued saying passports would need checked told needed stand assistance lane lane filled every man dog literally 5 desks serving line 2 5 occupied staff memorial weekend line moved slowly every person general assistance line long issue resolve example canadian eta people dropping line like flies missing flights due incompetence alaska airways regard staffing levels busy weekend eventually got front queue nearly 2 hours missed first flight san francisco asked later flight available first lovely apologetic staff member said yes made call call told us told tell us needed call condorthomas cook get us new connecting flight flights originally booked 20 minutes hold condorthomas cook told us alaska airways would need book us new flights time missed next available flight forced either 7000 economy flight later day another airline fly home next day vancouver 4 hour taxicoach ride away 1400 total including extra hotel stay tavel insurance would cover additional cost airline incompetence covered complained alaska airways offered 50 discount per person flights unacceptable never fly alaska airlines shocking stay away,NEU
✅ Trip Verified |  San Francisco to San Diego. Horrible delay by over an hour! Suppose to depart at 8.45pm but ended up departing at 10.35pm. Unacceptable! Staff was helpful tho but they could use more staff especially during times close to departure. Standing in the long line and TSA made me miss my flight,Business,Economy Class,Portland to Omaha,June 2019,no,    san francisco to san diego horrible delay by over an hour suppose to depart at 845pm but ended up departing at 1035pm unacceptable staff was helpful tho but they could use more staff especially during times close to departure standing in the long line and tsa made me miss my flight,san francisco san diego horrible delay hour suppose depart 845pm ended departing 1035pm unacceptable staff helpful tho could use staff especially times close departure standing long line tsa made miss flight,NEG
"✅ Trip Verified |  Tucson to San Jose via Seattle. The flight was initially delayed for more than an hour. Then an hour later, we were informed the entire flight was cancelled. Horrible experience as it ruined my plans to take care of business for the day. Spoke to a rep on phone to get flight out asap. Instead of going out of their way and think outside the box by looking at all airlines that could get me to my final destination asap, they stuck with only Alaska. I had to force them. That earliest flight ended up delaying my arrival 7 hours later leaving me with no time to take care of business and errands. The rep offered to provide me with a phone number so I could be compensated. Oh really? They expect me to give them a call in order to initiate a compensation? Horrible business strategy. Shouldn't they initiate the compensation for their lack of commitment and since it was them that screwed up? Why should I jump through barriers just to initiate compensation process? Never again with Alaska and I will spread the word among my acquaintances to stay away from Alaska Airlines.",Solo Leisure,Economy Class,Los Angeles to Salt Lake City,May 2019,no,    tucson to san jose via seattle the flight was initially delayed for more than an hour then an hour later we were informed the entire flight was cancelled horrible experience as it ruined my plans to take care of business for the day spoke to a rep on phone to get flight out asap instead of going out of their way and think outside the box by looking at all airlines that could get me to my final destination asap they stuck with only alaska i had to force them that earliest flight ended up delaying my arrival 7 hours later leaving me with no time to take care of business and errands the rep offered to provide me with a phone number so i could be compensated oh really they expect me to give them a call in order to initiate a compensation horrible business strategy shouldnt they initiate the compensation for their lack of commitment and since it was them that screwed up why should i jump through barriers just to initiate compensation process never again with alaska and i will spread the word among my acquaintances to stay away from alaska airlines,tucson san jose via seattle flight initially delayed hour hour later informed entire flight cancelled horrible experience ruined plans take care business day spoke rep phone get flight asap instead going way think outside box looking airlines could get final destination asap stuck alaska force earliest flight ended delaying arrival 7 hours later leaving time take care business errands rep offered provide phone number could compensated oh really expect give call order initiate compensation horrible business strategy shouldnt initiate compensation lack commitment since screwed jump barriers initiate compensation process never alaska spread word among acquaintances stay away alaska airlines,NEG
"Not Verified |  Ticket agent was beyond unhelpful. She went out of her way to slow down our check in process and she made sure no other agents would help us to make our flight. She noticed we were out of breath from running from the rental car area to the checkout to make our flight. She said we were very close to the cutoff time. I agreed and said we needed to check two bags and get our boarding passes. She proceeded to ask whether or not I had checked in online. I confirmed I had. She then asked where my boarding passes were, then. I explained i did not have a printer to print them out. She then tried to explain that meant I had not officially checked in for the flight. In order to speed things up I tried to have her focus on getting the bags checked and the boarding passes printed. She said, again, we were close the cutoff and the bags might not make it. I told her that was fine, we just needed to make the flight. The bags could show up the next day. She then said we missed the cutoff and the only way to get on the flight now was to call the gate and ask if they would allow us. I said ""please call them, then."" She very slowly looked up the number, then called, and then I could hear her say ""you can't let some late passengers through at this point, can you?"" I was dumbfounded. She looked at me and said the gate agents would not permit us to go through. We were still 30 minutes away from the departure time. We had TSA precheck, so we would have made it through the security in 5 minutes. We would have easily made the boarding process. I then moved to a different ticket agent. He was prepared to help. He said we were now past the cutoff time and he would have to call the gate agents. he was starting to call when the first lady walked over to him and explained how she had already called and there was nothing they could do. She gave him the evil stare that suggested he needed to stop helping us NOW! Which he did. Unbelievable. Very cold, uncaring, unhelpful and she went even further than that and appeared to work at making sure we did NOT make our flight. ",Business,Economy Class,Philadelphia to San Francisco,May 2019,yes,ticket agent was beyond unhelpful she went out of her way to slow down our check in process and she made sure no other agents would help us to make our flight she noticed we were out of breath from running from the rental car area to the checkout to make our flight she said we were very close to the cutoff time i agreed and said we needed to check two bags and get our boarding passes she proceeded to ask whether or not i had checked in online i confirmed i had she then asked where my boarding passes were then i explained i did not have a printer to print them out she then tried to explain that meant i had not officially checked in for the flight in order to speed things up i tried to have her focus on getting the bags checked and the boarding passes printed she said again we were close the cutoff and the bags might not make it i told her that was fine we just needed to make the flight the bags could show up the next day she then said we missed the cutoff and the only way to get on the flight now was to call the gate and ask if they would allow us i said please call them then she very slowly looked up the number then called and then i could hear her say you cant let some late passengers through at this point can you i was dumbfounded she looked at me and said the gate agents would not permit us to go through we were still 30 minutes away from the departure time we had tsa precheck so we would have made it through the security in 5 minutes we would have easily made the boarding process i then moved to a different ticket agent he was prepared to help he said we were now past the cutoff time and he would have to call the gate agents he was starting to call when the first lady walked over to him and explained how she had already called and there was nothing they could do she gave him the evil stare that suggested he needed to stop helping us now which he did unbelievable very cold uncaring unhelpful and she went even further than that and appeared to work at making sure we did not make our flight ,ticket agent beyond unhelpful went way slow check process made sure agents would help us make flight noticed breath running rental car area checkout make flight said close cutoff time agreed said needed check two bags get boarding passes proceeded ask whether checked online confirmed asked boarding passes explained printer print tried explain meant officially checked flight order speed things tried focus getting bags checked boarding passes printed said close cutoff bags might make told fine needed make flight bags could show next day said missed cutoff way get flight call gate ask would allow us said please call slowly looked number called could hear say cant let late passengers point dumbfounded looked said gate agents would permit us go still 30 minutes away departure time tsa precheck would made security 5 minutes would easily made boarding process moved different ticket agent prepared help said past cutoff time would call gate agents starting call first lady walked explained already called nothing could gave evil stare suggested needed stop helping us unbelievable cold uncaring unhelpful went even appeared work making sure make flight,NEG
"✅ Trip Verified |  Los Angeles to Salt Lake City. Good flight with on-time pushback. Comfortable seats for a commuter flight. FAs attentive, Captain warned us about possibility of bumpy arrival on descent but smooth flight all around.",Business,Economy Class,Washington to San Francisco,May 2019,no,    los angeles to salt lake city good flight with ontime pushback comfortable seats for a commuter flight fas attentive captain warned us about possibility of bumpy arrival on descent but smooth flight all around,los angeles salt lake city good flight ontime pushback comfortable seats commuter flight fas attentive captain warned us possibility bumpy arrival descent smooth flight around,POS
"Not Verified |  Philadelphia to San Francisco. Absolutely the most horrible experience! They cancelled my flight 7 hours before it was to take off. They booked me on a flight that made me miss important meetings. They gave me all kinds of wrong information when I contacted them. They told me to go to the airport early in case there are cancelations. But, they have no one at the airport until an hour before the flight. They are running a really low budget operation. Not reliable at all. I will never ever use them again. I wish you had a 0 rating option.",Couple Leisure,Economy Class,Seattle to Atlanta,May 2019,no,philadelphia to san francisco absolutely the most horrible experience they cancelled my flight 7 hours before it was to take off they booked me on a flight that made me miss important meetings they gave me all kinds of wrong information when i contacted them they told me to go to the airport early in case there are cancelations but they have no one at the airport until an hour before the flight they are running a really low budget operation not reliable at all i will never ever use them again i wish you had a 0 rating option,philadelphia san francisco absolutely horrible experience cancelled flight 7 hours take booked flight made miss important meetings gave kinds wrong information contacted told go airport early case cancelations one airport hour flight running really low budget operation reliable never ever use wish 0 rating option,NEG
"Not Verified |  This is my fourth flight on Alaska in the last month. I am a regular, seasoned business and pleasure traveler, and fully acknowledge and have empathy for many of the challenges flight crew, boarding agents encounter on a daily basis. However, there are times when it becomes clear that the entirety of the system is flawed and failing . When such is the case, management should be held accountable. Alaska Airlines is flawed and failing. I will not provide a litany of specifics regarding the bad attitude, lack of service, hostile encounters with passengers that my family and I have witnessed over the past month. Indifferent, and then hostile gate agents at SFO, challenging passengers, addressing them with condescension and simply, utterly rude. SFO to DC..indifferent gate agents who could not be bothered to look up when customers were lined up in front of her. Was busy on her personal phone. In fact, a flight attendant working the flight approached us and others (without solicitation) to extend apologies for the indifference she observed at the gate. Think about it, Alaska flight attendants apologizing for the rude behavior of Alaska gate agents. DC to SFO. row 26, flight is delayed for nearly an hour as we sit on the runway. Gentlemen in row 26 F opens his lunch bag to snack. Does not take out table, etc. Male flight attendant confronts passenger and insists he put his lunch away in preparation for take off, really? DC to sfo. Toilet paper littering the aisle way. Same aforementioned flight attendant repeatedly simply walks over it. Makes no effort to clean. DC to SFO three hours into the flight a gentlemen in Row 6, walks to the area of row 26 and asks two attendants with cart why there has been no beverage or food service to his seat. Both attendants say ‘sir, sorry but we have no idea and we are sold out of everything’. He repeats his inquiry, to which they respond again ‘we are sold out of everything’. ",Solo Leisure,Economy Class,Portland to Santa Ana,May 2019,yes,this is my fourth flight on alaska in the last month i am a regular seasoned business and pleasure traveler and fully acknowledge and have empathy for many of the challenges flight crew boarding agents encounter on a daily basis however there are times when it becomes clear that the entirety of the system is flawed and failing  when such is the case management should be held accountable alaska airlines is flawed and failing i will not provide a litany of specifics regarding the bad attitude lack of service hostile encounters with passengers that my family and i have witnessed over the past month indifferent and then hostile gate agents at sfo challenging passengers addressing them with condescension and simply utterly rude sfo to dcindifferent gate agents who could not be bothered to look up when customers were lined up in front of her was busy on her personal phone in fact a flight attendant working the flight approached us and others without solicitation to extend apologies for the indifference she observed at the gate think about it alaska flight attendants apologizing for the rude behavior of alaska gate agents dc to sfo row 26 flight is delayed for nearly an hour as we sit on the runway gentlemen in row 26 f opens his lunch bag to snack does not take out table etc male flight attendant confronts passenger and insists he put his lunch away in preparation for take off really dc to sfo toilet paper littering the aisle way same aforementioned flight attendant repeatedly simply walks over it makes no effort to clean dc to sfo three hours into the flight a gentlemen in row 6 walks to the area of row 26 and asks two attendants with cart why there has been no beverage or food service to his seat both attendants say sir sorry but we have no idea and we are sold out of everything he repeats his inquiry to which they respond again we are sold out of everything ,fourth flight alaska last month regular seasoned business pleasure traveler fully acknowledge empathy many challenges flight crew boarding agents encounter daily basis however times becomes clear entirety system flawed failing case management held accountable alaska airlines flawed failing provide litany specifics regarding bad attitude lack service hostile encounters passengers family witnessed past month indifferent hostile gate agents sfo challenging passengers addressing condescension simply utterly rude sfo dcindifferent gate agents could bothered look customers lined front busy personal phone fact flight attendant working flight approached us others without solicitation extend apologies indifference observed gate think alaska flight attendants apologizing rude behavior alaska gate agents dc sfo row 26 flight delayed nearly hour sit runway gentlemen row 26 f opens lunch bag snack take table etc male flight attendant confronts passenger insists put lunch away preparation take really dc sfo toilet paper littering aisle way aforementioned flight attendant repeatedly simply walks makes effort clean dc sfo three hours flight gentlemen row 6 walks area row 26 asks two attendants cart beverage food service seat attendants say sir sorry idea sold everything repeats inquiry respond sold everything,NEG
"✅ Trip Verified |  Seattle to Atlanta. I love flying Alaska. The service is excellent, the flight attendants are friendly & willing to go out of their way when asked politely - (I’m surprised at how rude passengers can be, and I still see them being friendly). On our last flight from Seattle to Atlanta it was a little strange because we had to board a bus to get to the gate, which is a new thing, and I was concerned about getting off the ground on time because it seemed like everything was going too slow. We had a tight connection in Atlanta, & I was a bit worried. The staff was friendly & reassuring, and we took off on time & landed early.",Couple Leisure,Premium Economy,MCI to SLC via SEA,May 2019,no,    seattle to atlanta i love flying alaska the service is excellent the flight attendants are friendly  willing to go out of their way when asked politely  im surprised at how rude passengers can be and i still see them being friendly on our last flight from seattle to atlanta it was a little strange because we had to board a bus to get to the gate which is a new thing and i was concerned about getting off the ground on time because it seemed like everything was going too slow we had a tight connection in atlanta  i was a bit worried the staff was friendly  reassuring and we took off on time  landed early,seattle atlanta love flying alaska service excellent flight attendants friendly willing go way asked politely im surprised rude passengers still see friendly last flight seattle atlanta little strange board bus get gate new thing concerned getting ground time seemed like everything going slow tight connection atlanta bit worried staff friendly reassuring took time landed early,POS
"✅ Trip Verified | Portland to Santa Ana. I always fly Southwest. It's never great and the employees clearly hate their jobs. But the plane is always on time and gets me to my destination safely. Today I have been at the airport for six hours. Because the plane was having Mechanical issues. The Alaska flight I decided to take because I wanted a better experience flying this time. What a joke and the mechanical issues they're having are missing radio parts! What kind of horrific problem is that? How could radio parts go missing! This has solidified that I will no longer be choosing Alaska. And the cc my mother has of theirs, the miles card, is getting cancelled. My toddler also has to be picked up by his 80-year-old grandfather because I'm not there. Never again.",Couple Leisure,Economy Class,New York to Los Angeles,May 2019,yes,   portland to santa ana i always fly southwest its never great and the employees clearly hate their jobs but the plane is always on time and gets me to my destination safely today i have been at the airport for six hours because the plane was having mechanical issues the alaska flight i decided to take because i wanted a better experience flying this time what a joke and the mechanical issues theyre having are missing radio parts what kind of horrific problem is that how could radio parts go missing this has solidified that i will no longer be choosing alaska and the cc my mother has of theirs the miles card is getting cancelled my toddler also has to be picked up by his 80yearold grandfather because im not there never again,portland santa ana always fly southwest never great employees clearly hate jobs plane always time gets destination safely today airport six hours plane mechanical issues alaska flight decided take wanted better experience flying time joke mechanical issues theyre missing radio parts kind horrific problem could radio parts go missing solidified longer choosing alaska cc mother miles card getting cancelled toddler also picked 80yearold grandfather im never,NEG
"✅ Trip Verified |  Another great flight with Alaska Airlines, Kansas City to Salt Lake City via Seattle and return. All flights on time, service is grea, Premium Economy upgrade, comfortable seats. GoGo inflight entertainment is wonderful to have on the longer flights. Spent time talking with the cabin crew, very friendly and helpful. We have been flying Alaska for over 10 years and have never had a bad flight.",Business,Economy Class,Seattle to Kansas City,May 2019,no,    another great flight with alaska airlines kansas city to salt lake city via seattle and return all flights on time service is grea premium economy upgrade comfortable seats gogo inflight entertainment is wonderful to have on the longer flights spent time talking with the cabin crew very friendly and helpful we have been flying alaska for over 10 years and have never had a bad flight,another great flight alaska airlines kansas city salt lake city via seattle return flights time service grea premium economy upgrade comfortable seats gogo inflight entertainment wonderful longer flights spent time talking cabin crew friendly helpful flying alaska 10 years never bad flight,POS
✅ Trip Verified | New York to Los Angeles. Couldn't check in online as the system online wasn't recognising all our details. When we arrived at the airport and began the checkin in process we were automatically assigned seats in different rows. We were told they could not change seats because the system was down. We were told that we can select seats at the gate. When we attempted to change our seats at the gate we were flatly told no because we were economy far holders. Was told that next time I should consider paying more. Found them to be unhelpul and rude. Also on the plane there was no WiFi despite it being advertised. Will not be flying with this airline again. American Airlines were far better.,Solo Leisure,Premium Economy,Chicago O'Hare to Seattle,May 2019,no,   new york to los angeles couldnt check in online as the system online wasnt recognising all our details when we arrived at the airport and began the checkin in process we were automatically assigned seats in different rows we were told they could not change seats because the system was down we were told that we can select seats at the gate when we attempted to change our seats at the gate we were flatly told no because we were economy far holders was told that next time i should consider paying more found them to be unhelpul and rude also on the plane there was no wifi despite it being advertised will not be flying with this airline again american airlines were far better,new york los angeles couldnt check online system online wasnt recognising details arrived airport began checkin process automatically assigned seats different rows told could change seats system told select seats gate attempted change seats gate flatly told economy far holders told next time consider paying found unhelpul rude also plane wifi despite advertised flying airline american airlines far better,NEG
"✅ Trip Verified |  Seattle to Kansas City. Couldn't check in on their app or online, they had network issues. Got in the airport 45 mins before my flight, went to the service desk and they were locked out of checking in. The lady there took me to the supervisor, who was very rude, she said it's not her problem that they had network issues and asked if I read the customer agreement that says I should call customer service in case of network issues. All in all they kept me waiting for 30 mins that I could have made it to the gates and charged me again to rebook a flight.",Family Leisure,Economy Class,San Jose to San Diego,May 2019,yes,    seattle to kansas city couldnt check in on their app or online they had network issues got in the airport 45 mins before my flight went to the service desk and they were locked out of checking in the lady there took me to the supervisor who was very rude she said its not her problem that they had network issues and asked if i read the customer agreement that says i should call customer service in case of network issues all in all they kept me waiting for 30 mins that i could have made it to the gates and charged me again to rebook a flight,seattle kansas city couldnt check app online network issues got airport 45 mins flight went service desk locked checking lady took supervisor rude said problem network issues asked read customer agreement says call customer service case network issues kept waiting 30 mins could made gates charged rebook flight,NEG
"✅ Trip Verified | Chicago O'Hare to Seattle. First time ever flying. I told them this at checkin. They offered me to meet the pilot and be the very first one to board to calm my nerves. Service was excellent. I would definitely fly with Alaska Airlines again if I was to fly. But flying is not for me, I only flew because I had to, my son got married. All I can say is they were awesome. The pilot explained every question I had.",Solo Leisure,Business Class,Seattle to California,May 2019,no,   chicago ohare to seattle first time ever flying i told them this at checkin they offered me to meet the pilot and be the very first one to board to calm my nerves service was excellent i would definitely fly with alaska airlines again if i was to fly but flying is not for me i only flew because i had to my son got married all i can say is they were awesome the pilot explained every question i had,chicago ohare seattle first time ever flying told checkin offered meet pilot first one board calm nerves service excellent would definitely fly alaska airlines fly flying flew son got married say awesome pilot explained every question,POS
"✅ Trip Verified |  San Jose to San Diego. Not for families. Rude folks at the gate. All we asked was to place 2 tickets together and two more together if possible as we were three kids and 2 adults. She started with saying you bought cheap tickets and we don't have a say. She then gave us tickets or her choice 3 + 1 , which was not bad, but not before she embarrassed is for buying cheap tickets and indirectly asking us to shut up. The flight was very very dirty compared to Southwest. Flight was very hot until right before AC was switched on. Overall not a good experience.",Business,Economy Class,Seattle to Chicago,April 2019,no,    san jose to san diego not for families rude folks at the gate all we asked was to place 2 tickets together and two more together if possible as we were three kids and 2 adults she started with saying you bought cheap tickets and we dont have a say she then gave us tickets or her choice 3  1  which was not bad but not before she embarrassed is for buying cheap tickets and indirectly asking us to shut up the flight was very very dirty compared to southwest flight was very hot until right before ac was switched on overall not a good experience,san jose san diego families rude folks gate asked place 2 tickets together two together possible three kids 2 adults started saying bought cheap tickets dont say gave us tickets choice 3 1 bad embarrassed buying cheap tickets indirectly asking us shut flight dirty compared southwest flight hot right ac switched overall good experience,NEG
"✅ Trip Verified | Seattle to California with Alaska Airlines. I'm not saying that the flight was bad, but the food. I mean seriously, it was horrible. Paid for a first class ticket and got a dang sandwich. Maybe Alaska Airlines should start to follow Turkish Airlines, now that's First Class at its finest!",Solo Leisure,Economy Class,Ontario to Portland,April 2019,no,   seattle to california with alaska airlines im not saying that the flight was bad but the food i mean seriously it was horrible paid for a first class ticket and got a dang sandwich maybe alaska airlines should start to follow turkish airlines now thats first class at its finest,seattle california alaska airlines im saying flight bad food mean seriously horrible paid first class ticket got dang sandwich maybe alaska airlines start follow turkish airlines thats first class finest,NEG
