Reviews,Type Of Traveller,Seat Type,Route,Date Flown,Recommended,clean_reviews,clean_reviews2,sentiment
"✅ Trip Verified |  Providence to Orlando. Waited hour and a half before finally taxiing to take off. Then, only after we were in the air for 30 mind, they announced they forgot to mention earlier that the wifi wasn't working. The seats are ridiculously close to one another, so much so, that the tray pressed against the average adult's stomach when in the lowered position. The aisle is so narrow, even our skinny six year old daughter has difficulty walking down it facing forward. You have to shuffle sideways the entire length of the aisle. Between the aisle size and lack of space between seats, they really manage to cream as many people onboard as possible. In the bathroom, you have to hold the toilet seat in the up position, otherwise it falls down. Which makes it difficult to use the bathroom, steady yourself, and hold the seat up. The faucet of the sink sprays out so hard, it splashes onto you. Overall, it was the second worst flight I've ever been on, (and I can say with confidence that I've flown at least a hundred times on my lifetime). The only worse flight I've been on was also a Southwest flight. Between their standard policies of poor service, unassigned seats, and parts flying off their aircraft; and all of the aforementioned problems, I can't discourage using Southwest strongly enough.",Couple Leisure,Economy Class,Las Vegas to Cincinnati,June 2018,no,    providence to orlando waited hour and a half before finally taxiing to take off then only after we were in the air for 30 mind they announced they forgot to mention earlier that the wifi wasnt working the seats are ridiculously close to one another so much so that the tray pressed against the average adults stomach when in the lowered position the aisle is so narrow even our skinny six year old daughter has difficulty walking down it facing forward you have to shuffle sideways the entire length of the aisle between the aisle size and lack of space between seats they really manage to cream as many people onboard as possible in the bathroom you have to hold the toilet seat in the up position otherwise it falls down which makes it difficult to use the bathroom steady yourself and hold the seat up the faucet of the sink sprays out so hard it splashes onto you overall it was the second worst flight ive ever been on and i can say with confidence that ive flown at least a hundred times on my lifetime the only worse flight ive been on was also a southwest flight between their standard policies of poor service unassigned seats and parts flying off their aircraft and all of the aforementioned problems i cant discourage using southwest strongly enough,providence orlando waited hour half finally taxiing take air 30 mind announced forgot mention earlier wifi wasnt working seats ridiculously close one another much tray pressed average adults stomach lowered position aisle narrow even skinny six year old daughter difficulty walking facing forward shuffle sideways entire length aisle aisle size lack space seats really manage cream many people onboard possible bathroom hold toilet seat position otherwise falls makes difficult use bathroom steady hold seat faucet sink sprays hard splashes onto overall second worst flight ive ever say confidence ive flown least hundred times lifetime worse flight ive also southwest flight standard policies poor service unassigned seats parts flying aircraft aforementioned problems cant discourage using southwest strongly enough,NEG
"Not Verified | I flew Southwest from Detroit to Atlanta and later Atlanta to Houston. They were fast and excellent flights. Our Atlanta to Houston flight was very bumpy and had some of the worst turbulence I've ever experienced, but that isn't the pilot's fault. The flight attendants were very nice and Southwest offers free drinks and snacks as well as a free live TV system through their WiFi page. My only complaints are their comfort and their baggage handling. My light pink suitcase came back with one side nearly black, and when I flew American a few years to Phoenix my bag was not that ruined and my Phoenix flight was a shorter trip. I haven't flown any airline besides Southwest in the last 5 years and for domestic flights I don't plan any other airline to take their spot as my favorite airline.",Family Leisure,Economy Class,Oklahoma City to Orlando,June 2018,no,i flew southwest from detroit to atlanta and later atlanta to houston they were fast and excellent flights our atlanta to houston flight was very bumpy and had some of the worst turbulence ive ever experienced but that isnt the pilots fault the flight attendants were very nice and southwest offers free drinks and snacks as well as a free live tv system through their wifi page my only complaints are their comfort and their baggage handling my light pink suitcase came back with one side nearly black and when i flew american a few years to phoenix my bag was not that ruined and my phoenix flight was a shorter trip i havent flown any airline besides southwest in the last 5 years and for domestic flights i dont plan any other airline to take their spot as my favorite airline,flew southwest detroit atlanta later atlanta houston fast excellent flights atlanta houston flight bumpy worst turbulence ive ever experienced isnt pilots fault flight attendants nice southwest offers free drinks snacks well free live tv system wifi page complaints comfort baggage handling light pink suitcase came back one side nearly black flew american years phoenix bag ruined phoenix flight shorter trip havent flown airline besides southwest last 5 years domestic flights dont plan airline take spot favorite airline,NEU
"Not Verified | I fly to and from Chicago and Phoenix Az a lot since we purchased a retirement home in AZ. My mother is 85 years old and I go back and forth every month to help her with Doc appts etc, as she does not drive. I had book a roundtrip ticket to fly to Chicago for May 23, 2018 and a return flight back to Phoenix on June 16, 2018. As the time got closer my husband decided to drive to Chicago so we could stay for the summer. We have two dogs so that is why he wanted to drive. We left Phoenix on May 19th it's a 3 day drive. While on our drive I didn't want to forget to cancel the flight so I decided to do it on my cell phone. Well anyone who has a cell phone knows that when you are traveling signal is not the greatest and in some areas not at all. I tried multiple to cancel my flight on my phone but I guess due to the signal it didn't go thru. I decided to screen shot my attempt at cancelling and would try again once I was at my destination on a landline. Well I forgot. I made a mistake. While here in Illinois on the 23rd of May I received an email from Southwest stating I was a no show for my flight. I immediately got on the phone trying to explain my situation to no avail. I was told because I didn't cancel my flight It cancelled the entire reservation, which is totally not fair. I agree that they didn't have to refund my flight to Chicago, but I also lost money for the flight for June. I am a regular customer I fly Southwest a lot since 2015. I only use Southwest, I sit there and read in the magazine all these great stories, this time my story is not so great. I have tried everything possible to get this rectified and nothing. I am totally disappointed in this airline. If I could tell the world my story I would, but my advice is never book a roundtrip ticket and never try to do anything on a cell phone while traveling thru the mountains. As for forgetting to do it later, It was a mistake on my part I am human. Sorry Southwest you don't get a kudos from me!",Couple Leisure,Business Class,Los Angeles to Austin,May 2018,no,i fly to and from chicago and phoenix az a lot since we purchased a retirement home in az my mother is 85 years old and i go back and forth every month to help her with doc appts etc as she does not drive i had book a roundtrip ticket to fly to chicago for may 23 2018 and a return flight back to phoenix on june 16 2018 as the time got closer my husband decided to drive to chicago so we could stay for the summer we have two dogs so that is why he wanted to drive we left phoenix on may 19th its a 3 day drive while on our drive i didnt want to forget to cancel the flight so i decided to do it on my cell phone well anyone who has a cell phone knows that when you are traveling signal is not the greatest and in some areas not at all i tried multiple to cancel my flight on my phone but i guess due to the signal it didnt go thru i decided to screen shot my attempt at cancelling and would try again once i was at my destination on a landline well i forgot i made a mistake while here in illinois on the 23rd of may i received an email from southwest stating i was a no show for my flight i immediately got on the phone trying to explain my situation to no avail i was told because i didnt cancel my flight it cancelled the entire reservation which is totally not fair i agree that they didnt have to refund my flight to chicago but i also lost money for the flight for june i am a regular customer i fly southwest a lot since 2015 i only use southwest i sit there and read in the magazine all these great stories this time my story is not so great i have tried everything possible to get this rectified and nothing i am totally disappointed in this airline if i could tell the world my story i would but my advice is never book a roundtrip ticket and never try to do anything on a cell phone while traveling thru the mountains as for forgetting to do it later it was a mistake on my part i am human sorry southwest you dont get a kudos from me,fly chicago phoenix az lot since purchased retirement home az mother 85 years old go back forth every month help doc appts etc drive book roundtrip ticket fly chicago may 23 2018 return flight back phoenix june 16 2018 time got closer husband decided drive chicago could stay summer two dogs wanted drive left phoenix may 19th 3 day drive drive didnt want forget cancel flight decided cell phone well anyone cell phone knows traveling signal greatest areas tried multiple cancel flight phone guess due signal didnt go thru decided screen shot attempt cancelling would try destination landline well forgot made mistake illinois 23rd may received email southwest stating show flight immediately got phone trying explain situation avail told didnt cancel flight cancelled entire reservation totally fair agree didnt refund flight chicago also lost money flight june regular customer fly southwest lot since 2015 use southwest sit read magazine great stories time story great tried everything possible get rectified nothing totally disappointed airline could tell world story would advice never book roundtrip ticket never try anything cell phone traveling thru mountains forgetting later mistake part human sorry southwest dont get kudos,NEU
"✅ Trip Verified |  The airport we arrived at Midway at 11:30 and I saw there was a flight at 1:05 leaving for Cincinnati and I went and asked if I could get on it. Originally told that there may be a fee but she called someone and said wait right. She said closer to flight time we are going to be looking for volunteers anyway as your flight is overbooked. So she said if you wait close to 1:00 I can move you and give you $800 credit per ticket too, but be patient. So I was waiting and when it came time and got close I then saw a shift change and they were talking and the original worker said they are right there. Then the plane was almost boarded and she said are you needing something. I told her we are the Cincinnati couple her response was looking me dead in the face and said o we don't do that. So I left nicely and then time for our flight came and she then asked me to move to a 10:00 pm flight instead of 3:00 and if I take it now I would get the vouchers still if not I might get kicked off this flight anyway. Excuse me but I tried to help you and keep you from having empty seats in the air but you told me you don't do that. Now you are threatening to bump me. Now I have filed multiple complaints with this company and they have told me sorry their employees should know better and they will work on their training tools and also that I am not a high enough tier for them to worry about. Thanks Southwest but I don't think so not anymore. Tried to help you and got slapped in the face!",Solo Leisure,Economy Class,Oklahoma City to Las Vegas,March 2018,no,    the airport we arrived at midway at 1130 and i saw there was a flight at 105 leaving for cincinnati and i went and asked if i could get on it originally told that there may be a fee but she called someone and said wait right she said closer to flight time we are going to be looking for volunteers anyway as your flight is overbooked so she said if you wait close to 100 i can move you and give you 800 credit per ticket too but be patient so i was waiting and when it came time and got close i then saw a shift change and they were talking and the original worker said they are right there then the plane was almost boarded and she said are you needing something i told her we are the cincinnati couple her response was looking me dead in the face and said o we dont do that so i left nicely and then time for our flight came and she then asked me to move to a 1000 pm flight instead of 300 and if i take it now i would get the vouchers still if not i might get kicked off this flight anyway excuse me but i tried to help you and keep you from having empty seats in the air but you told me you dont do that now you are threatening to bump me now i have filed multiple complaints with this company and they have told me sorry their employees should know better and they will work on their training tools and also that i am not a high enough tier for them to worry about thanks southwest but i dont think so not anymore tried to help you and got slapped in the face,airport arrived midway 1130 saw flight 105 leaving cincinnati went asked could get originally told may fee called someone said wait right said closer flight time going looking volunteers anyway flight overbooked said wait close 100 move give 800 credit per ticket patient waiting came time got close saw shift change talking original worker said right plane almost boarded said needing something told cincinnati couple response looking dead face said dont left nicely time flight came asked move 1000 pm flight instead 300 take would get vouchers still might get kicked flight anyway excuse tried help keep empty seats air told dont threatening bump filed multiple complaints company told sorry employees know better work training tools also high enough tier worry thanks southwest dont think anymore tried help got slapped face,NEU
"Not Verified |  Oklahoma City to Orlando. Never again will I waste my time or money with this joke of a business. It has now taken me 2 days to go on my vacation in Orlando. Yesterday my flight was delayed causing me to miss my connecting flight. So SW put me on a 6am flight to Dallas, then to KC only for the plane to break and now I’m stuck in KC. I’m farther away from FL than I originally started, I’m over this vacation. I fly back on Sat and I won’t get there until Thursday now - poor business. They’ll never get another dime from me.",Solo Leisure,Economy Class,Phoenix to Chicago,June 2018,yes,oklahoma city to orlando never again will i waste my time or money with this joke of a business it has now taken me 2 days to go on my vacation in orlando yesterday my flight was delayed causing me to miss my connecting flight so sw put me on a 6am flight to dallas then to kc only for the plane to break and now im stuck in kc im farther away from fl than i originally started im over this vacation i fly back on sat and i wont get there until thursday now  poor business theyll never get another dime from me,oklahoma city orlando never waste time money joke business taken 2 days go vacation orlando yesterday flight delayed causing miss connecting flight sw put 6am flight dallas kc plane break im stuck kc im farther away fl originally started im vacation fly back sat wont get thursday poor business theyll never get another dime,NEG
"Not Verified |  This has to be the worst airline when it comes to their policy on refunds. I paid for a flight nearly two months in advance for two people. The person I was going with told me a month in advance that they will no longer be able to make the trip so I had to get them taken off the reservation. When I called them to let them know I needed to take the person off, they told me that the amount I paid for the ticket will go to that person to use instead me; the person who paid for the tickets. I truly do not understand how this makes any sense. They didn’t even try to do anything to make it right after being a preferred card holder and spending multiple dollars with them. I will no longer use their services any longer.",Couple Leisure,Economy Class,Pittsburgh to Chicago,June 2018,no,this has to be the worst airline when it comes to their policy on refunds i paid for a flight nearly two months in advance for two people the person i was going with told me a month in advance that they will no longer be able to make the trip so i had to get them taken off the reservation when i called them to let them know i needed to take the person off they told me that the amount i paid for the ticket will go to that person to use instead me the person who paid for the tickets i truly do not understand how this makes any sense they didnt even try to do anything to make it right after being a preferred card holder and spending multiple dollars with them i will no longer use their services any longer,worst airline comes policy refunds paid flight nearly two months advance two people person going told month advance longer able make trip get taken reservation called let know needed take person told amount paid ticket go person use instead person paid tickets truly understand makes sense didnt even try anything make right preferred card holder spending multiple dollars longer use services longer,NEG
"✅ Trip Verified |  Southwest Airlines has always been my go-to airline, until today. I recently had to cancel a flight for my husband due to injury about 2 weeks prior to our trip. My husband rarely travels, and I paid for the trip with my credit card which gives us further travel rewards. I was offered travel funds for the cancelled trip, and since I travel all the time planned to use them for a flight for me. What Southwest fails to mention is that the person who paid for the trip is not the one that is allowed to use the funds, its only the ticketed passenger. The lady I spoke to in customer service was extremely rude and told me the policies were clearly stated on the cancellation email (I looked- they are not). It is the worst customer service I have ever experienced from a company to date. I travel a lot and would rather take my business elsewhere then ever deal with such rude, hostile customer service again, especially from a company who prides themselves on transparency when that clearly is not the case! Do not waste your time with this company ever again! They've lost a long-time, loyal customer over this and you better believe I will tell anyone who will listen about their terrible customer service.",Solo Leisure,Economy Class,Pittsburgh to Fort Myers,June 2018,no,    southwest airlines has always been my goto airline until today i recently had to cancel a flight for my husband due to injury about 2 weeks prior to our trip my husband rarely travels and i paid for the trip with my credit card which gives us further travel rewards i was offered travel funds for the cancelled trip and since i travel all the time planned to use them for a flight for me what southwest fails to mention is that the person who paid for the trip is not the one that is allowed to use the funds its only the ticketed passenger the lady i spoke to in customer service was extremely rude and told me the policies were clearly stated on the cancellation email i looked they are not it is the worst customer service i have ever experienced from a company to date i travel a lot and would rather take my business elsewhere then ever deal with such rude hostile customer service again especially from a company who prides themselves on transparency when that clearly is not the case do not waste your time with this company ever again theyve lost a longtime loyal customer over this and you better believe i will tell anyone who will listen about their terrible customer service,southwest airlines always goto airline today recently cancel flight husband due injury 2 weeks prior trip husband rarely travels paid trip credit card gives us travel rewards offered travel funds cancelled trip since travel time planned use flight southwest fails mention person paid trip one allowed use funds ticketed passenger lady spoke customer service extremely rude told policies clearly stated cancellation email looked worst customer service ever experienced company date travel lot would rather take business elsewhere ever deal rude hostile customer service especially company prides transparency clearly case waste time company ever theyve lost longtime loyal customer better believe tell anyone listen terrible customer service,NEG
"✅ Trip Verified |  Phoenix to Chicago Midway. Yesterday (June 25th) I was on WN 637 and the airplane had some major matenainence issues. I was one of at least 20 in wheelchairs, and fortunately we were boarded on the aircraft first, while the problem was taken care of. Our flight attendant was so gracious in greeting us, and for the time of more than an hour, she warmly took care of us and that time, really ""flew by"". She and her crew gave us water, etc, to make each of us more comfortable and that warm and lovely smile really meant a lot to each of us. Southwest is still one of my favorites, and in so many ways your expertise has progressed, and your standards are above the other airlines.  I will always remember her, as one of the best flight attendants i have had over the years. ",Solo Leisure,Economy Class,San Diego to Pittsburgh via Chicago,June 2018,no,    phoenix to chicago midway yesterday june 25th i was on wn 637 and the airplane had some major matenainence issues i was one of at least 20 in wheelchairs and fortunately we were boarded on the aircraft first while the problem was taken care of our flight attendant was so gracious in greeting us and for the time of more than an hour she warmly took care of us and that time really flew by she and her crew gave us water etc to make each of us more comfortable and that warm and lovely smile really meant a lot to each of us southwest is still one of my favorites and in so many ways your expertise has progressed and your standards are above the other airlines  i will always remember her as one of the best flight attendants i have had over the years ,phoenix chicago midway yesterday june 25th wn 637 airplane major matenainence issues one least 20 wheelchairs fortunately boarded aircraft first problem taken care flight attendant gracious greeting us time hour warmly took care us time really flew crew gave us water etc make us comfortable warm lovely smile really meant lot us southwest still one favorites many ways expertise progressed standards airlines always remember one best flight attendants years,POS
✅ Trip Verified |  Pittsburgh to Chicago. Second time flying with Southwest and my second bad experience. Was separated from my new wife while boarding. Booked the flights 8 months ago and checked in on the same confirmation and she was sat 43 seats behind me and the attendants would not do anything about it. Thank you for the terrible experience.,Couple Leisure,Economy Class,Philadelphia to Orlando,June 2018,yes,    pittsburgh to chicago second time flying with southwest and my second bad experience was separated from my new wife while boarding booked the flights 8 months ago and checked in on the same confirmation and she was sat 43 seats behind me and the attendants would not do anything about it thank you for the terrible experience,pittsburgh chicago second time flying southwest second bad experience separated new wife boarding booked flights 8 months ago checked confirmation sat 43 seats behind attendants would anything thank terrible experience,NEG
"✅ Trip Verified | Southwest Airlines has terrible customer service! For the longest time, I thought otherwise until my recent problem. I received an email in May notifying me my points were expiring July 1st. I called for details and was told I needed to book a flight with points by the 1st, but could fly after that date. After finding flights, I tried booking. I was told the prior information was incorrect and I had to fly before July 1st. It was June 21st. I called customer relations as I was making my decisions based on their employee's statements and already booked the other leg of my flight and my companion's flight. I was told the only way I could extend points is by spending money with their company or a partner company. Forgive me if I have no desire to spend money with a company that tells me incorrect information then punishes me for believing it. I requested they pull the phone call and was told the records were too old and had been erased. After 2 hours on the phone, I had no choice and had to pay to transfer points, which I didn't need, from my father's account in order to extend my expiration date. I have now been punished for a Southwest Airlines employee's error. Doesn't seem quite right if you ask me, but Southwest refuses to do anything.",Couple Leisure,Economy Class,Las Vegas to Orlando via San Antonio,May 2018,yes,   southwest airlines has terrible customer service for the longest time i thought otherwise until my recent problem i received an email in may notifying me my points were expiring july 1st i called for details and was told i needed to book a flight with points by the 1st but could fly after that date after finding flights i tried booking i was told the prior information was incorrect and i had to fly before july 1st it was june 21st i called customer relations as i was making my decisions based on their employees statements and already booked the other leg of my flight and my companions flight i was told the only way i could extend points is by spending money with their company or a partner company forgive me if i have no desire to spend money with a company that tells me incorrect information then punishes me for believing it i requested they pull the phone call and was told the records were too old and had been erased after 2 hours on the phone i had no choice and had to pay to transfer points which i didnt need from my fathers account in order to extend my expiration date i have now been punished for a southwest airlines employees error doesnt seem quite right if you ask me but southwest refuses to do anything,southwest airlines terrible customer service longest time thought otherwise recent problem received email may notifying points expiring july 1st called details told needed book flight points 1st could fly date finding flights tried booking told prior information incorrect fly july 1st june 21st called customer relations making decisions based employees statements already booked leg flight companions flight told way could extend points spending money company partner company forgive desire spend money company tells incorrect information punishes believing requested pull phone call told records old erased 2 hours phone choice pay transfer points didnt need fathers account order extend expiration date punished southwest airlines employees error doesnt seem quite right ask southwest refuses anything,NEG
"Not Verified |  The first flight was ok nothing extraordinary. The trouble started when I landed in Chicago and found my connecting flight to Pittsburgh is cancelled. Southwest says it is due to weather, but other airline flights are still taking off. I do not see any thunderstorm or storm or anything. I would still have been ok if southwest had offered me overnight accommodation because of their cancellation. Right now am stranded at the airport with no flights until 8:30 am tomorrow morning, which will make me miss the 1st half of the workshop I am supposed to attend. This is pure carelessness of the Southwest Airlines not to consider the reasons someone might be traveling. They did not offer to check for tickets with another airlines, no accommodation and no earlier flights. From now on I will avoid Southwest as much as possible.",Couple Leisure,Economy Class,"Phoenix, AZ to Columbus, OH via 1005 S Sabino Dr",June 2018,no,the first flight was ok nothing extraordinary the trouble started when i landed in chicago and found my connecting flight to pittsburgh is cancelled southwest says it is due to weather but other airline flights are still taking off i do not see any thunderstorm or storm or anything i would still have been ok if southwest had offered me overnight accommodation because of their cancellation right now am stranded at the airport with no flights until 830 am tomorrow morning which will make me miss the 1st half of the workshop i am supposed to attend this is pure carelessness of the southwest airlines not to consider the reasons someone might be traveling they did not offer to check for tickets with another airlines no accommodation and no earlier flights from now on i will avoid southwest as much as possible,first flight ok nothing extraordinary trouble started landed chicago found connecting flight pittsburgh cancelled southwest says due weather airline flights still taking see thunderstorm storm anything would still ok southwest offered overnight accommodation cancellation right stranded airport flights 830 tomorrow morning make miss 1st half workshop supposed attend pure carelessness southwest airlines consider reasons someone might traveling offer check tickets another airlines accommodation earlier flights avoid southwest much possible,NEU
Not Verified |  Philadelphia to Orlando. Started off my trip by oversleeping and missing my flight. A staff member at the check bag area was able to work his magic and get me an alternate flight at no extra charge. Southwest was very accommodating for a mistake that I made. They went out of there way to make sure my vacation was not ruined. I am so thankful for their kindness and will now only be flying Southwest in the future.,Solo Leisure,Economy Class,Salt lake city to Houston via Oakland,June 2018,no,philadelphia to orlando started off my trip by oversleeping and missing my flight a staff member at the check bag area was able to work his magic and get me an alternate flight at no extra charge southwest was very accommodating for a mistake that i made they went out of there way to make sure my vacation was not ruined i am so thankful for their kindness and will now only be flying southwest in the future,philadelphia orlando started trip oversleeping missing flight staff member check bag area able work magic get alternate flight extra charge southwest accommodating mistake made went way make sure vacation ruined thankful kindness flying southwest future,NEU
"Not Verified |  My girlfriend and I flew to Orlando for a weeks vacation.  We decided to book with Southwest as they don’t charge to check bags. Everything was great. When we had our layover in San Antonio we didn’t even have to get off the plane. WiFi is available for $8 and the 2 vodka sodas I had were $7 each, great price considering most bars on the ground charge more money. Both flights to and from Orlando were on time and the service was excellent.",Business,Economy Class,Sacramento to Los Angeles,June 2018,no,my girlfriend and i flew to orlando for a weeks vacation  we decided to book with southwest as they dont charge to check bags everything was great when we had our layover in san antonio we didnt even have to get off the plane wifi is available for 8 and the 2 vodka sodas i had were 7 each great price considering most bars on the ground charge more money both flights to and from orlando were on time and the service was excellent,girlfriend flew orlando weeks vacation decided book southwest dont charge check bags everything great layover san antonio didnt even get plane wifi available 8 2 vodka sodas 7 great price considering bars ground charge money flights orlando time service excellent,POS
"✅ Trip Verified |  There are plenty of airline choices out there, but the past few times we have chosen Southwest because of the hospitality, great rates, and fabulous customer service. That was until today. We purchased 2 round trip tickets to go to a wedding. A couple days after booking our trip, we decided we wanted to stay a day longer, and that we would update our reservation. The website clearly stated that changing our flight would make the reservation non-refundable. It instructed that we should instead, cancel our reservation, then make a new reservation, in case anything happened and we needed to make another change. So, we cancelled the initial reservation, and booked a new one. After a couple weeks, we hadn't seen the refund for our initial purchase. I called customer service and they informed me, that apparently I had purchased a non-refundable ticket initially, and wouldn't be refunded the $650 I paid. I advised them of what the website said, they acknowledged that my understanding of the instructions ws correct, but only for ""refundable"" tickets. Nowhere did it prompt me that I was cancelling a non-refundable ticket, and it wasn't clearly stated during my purchase that these were non-refundable. The only place it was made known to me was in the confirmation email and even then, it was in black font, it was in a pale gray font at the very bottom. The customer service agent advised it wasn't refundable and couldn't help me. She transferred me to her supervisor who again stuck by the non-refundable label. it wasn't as if I cancelled altogether. I bought another reservation for $50 more! But they felt the need to hide behind their ""policy"" and not take care of a customer, who in good faith, and by instruction of the website, did what they understood they were supposed to do. Instead of help me, the agent continued to reiterate that Southwest doesn't have many policies, but this was one and I was out of luck. I told her this was unacceptable and that the right thing to do would be to honor a refund as I was still purchasing a product, and got caught up in a technicality. She apologized ""that I felt that way"" and offered me a customer service number to call instead. Southwest advertises, and prides themselves on their excellent ""customer service"", but this is a pure exploitation of a technicality and not at all the way a customer should be treated. Even after admitting that the website tole me to cancel, they refused to be of any real assistance and expect me to pay $650 for absolutely nothing. If this is how they keep their ""low fares"", by exploiting fine print and taking advantage of customers, I want no part of them. This may be the last time I fly Southwest. Damn shame, because they used to be the premier customer service experience, but true colors are showing. You may pay more at other airlines, but at least they might treat you like a customer and not just a paycheck!",Family Leisure,Economy Class,Phoenix to Reno,June 2018,yes,    there are plenty of airline choices out there but the past few times we have chosen southwest because of the hospitality great rates and fabulous customer service that was until today we purchased 2 round trip tickets to go to a wedding a couple days after booking our trip we decided we wanted to stay a day longer and that we would update our reservation the website clearly stated that changing our flight would make the reservation nonrefundable it instructed that we should instead cancel our reservation then make a new reservation in case anything happened and we needed to make another change so we cancelled the initial reservation and booked a new one after a couple weeks we hadnt seen the refund for our initial purchase i called customer service and they informed me that apparently i had purchased a nonrefundable ticket initially and wouldnt be refunded the 650 i paid i advised them of what the website said they acknowledged that my understanding of the instructions ws correct but only for refundable tickets nowhere did it prompt me that i was cancelling a nonrefundable ticket and it wasnt clearly stated during my purchase that these were nonrefundable the only place it was made known to me was in the confirmation email and even then it was in black font it was in a pale gray font at the very bottom the customer service agent advised it wasnt refundable and couldnt help me she transferred me to her supervisor who again stuck by the nonrefundable label it wasnt as if i cancelled altogether i bought another reservation for 50 more but they felt the need to hide behind their policy and not take care of a customer who in good faith and by instruction of the website did what they understood they were supposed to do instead of help me the agent continued to reiterate that southwest doesnt have many policies but this was one and i was out of luck i told her this was unacceptable and that the right thing to do would be to honor a refund as i was still purchasing a product and got caught up in a technicality she apologized that i felt that way and offered me a customer service number to call instead southwest advertises and prides themselves on their excellent customer service but this is a pure exploitation of a technicality and not at all the way a customer should be treated even after admitting that the website tole me to cancel they refused to be of any real assistance and expect me to pay 650 for absolutely nothing if this is how they keep their low fares by exploiting fine print and taking advantage of customers i want no part of them this may be the last time i fly southwest damn shame because they used to be the premier customer service experience but true colors are showing you may pay more at other airlines but at least they might treat you like a customer and not just a paycheck,plenty airline choices past times chosen southwest hospitality great rates fabulous customer service today purchased 2 round trip tickets go wedding couple days booking trip decided wanted stay day longer would update reservation website clearly stated changing flight would make reservation nonrefundable instructed instead cancel reservation make new reservation case anything happened needed make another change cancelled initial reservation booked new one couple weeks hadnt seen refund initial purchase called customer service informed apparently purchased nonrefundable ticket initially wouldnt refunded 650 paid advised website said acknowledged understanding instructions ws correct refundable tickets nowhere prompt cancelling nonrefundable ticket wasnt clearly stated purchase nonrefundable place made known confirmation email even black font pale gray font bottom customer service agent advised wasnt refundable couldnt help transferred supervisor stuck nonrefundable label wasnt cancelled altogether bought another reservation 50 felt need hide behind policy take care customer good faith instruction website understood supposed instead help agent continued reiterate southwest doesnt many policies one luck told unacceptable right thing would honor refund still purchasing product got caught technicality apologized felt way offered customer service number call instead southwest advertises prides excellent customer service pure exploitation technicality way customer treated even admitting website tole cancel refused real assistance expect pay 650 absolutely nothing keep low fares exploiting fine print taking advantage customers want part may last time fly southwest damn shame used premier customer service experience true colors showing may pay airlines least might treat like customer paycheck,POS
"✅ Trip Verified |  Salt lake city to Houston via Oakland. All three flight attendants were rude and cranky. They didn't smile, were annoyed when you asked a question. Made the flight more uncomfortable than it already was.",Family Leisure,Economy Class,Orlando to Houston,June 2018,yes,    salt lake city to houston via oakland all three flight attendants were rude and cranky they didnt smile were annoyed when you asked a question made the flight more uncomfortable than it already was,salt lake city houston via oakland three flight attendants rude cranky didnt smile annoyed asked question made flight uncomfortable already,NEG
"✅ Trip Verified |  Sacramento to Los Angeles. The worst experience ever with this airline! Other than being delayed, they change the time of flight when delayed but they don’t care that people change plans based on that. They end up flying whenever works for them without re updating! I have had a name change and had to update my account but not possible to do on the site or app. I called the customer service and was told I had to call headquarters. I called and left voicemail but they call back when it’s convenient for them and if you’re in the middle of work, that’s it! You’ve lost your chance! I went to the agent at airport and she said she Couldn’t change the account and that I have to email the headquarters. I emailed the headquarters a week ago and nothing got done about it. I ended up having to be patted down every time at the airport and due to that I get late. I fly lax-Sacramento every week and today as I was running after having been patted down to make it to my gate they called my name for the first time I heard my name being announced and while the guy was seeing me run he gave order to close doors. couldn’t change the account and that I have to email the headquarters. I emailed the headquarters a week ago and nothing was done about it. Today as I was running after being patted down to make it to my gate they called my name for the first time I heard my name being announced and while I was looking at guy at gate in disbelief and begging him to let me go in but of course he refused. Stay away from this airline if possible.  They try to make up for their deficiencies by telling their stupid jokes. In reality, rude and robotic service.",Family Leisure,Economy Class,Cleveland to Tampa via Dallas Ft Worth,June 2018,no,    sacramento to los angeles the worst experience ever with this airline other than being delayed they change the time of flight when delayed but they dont care that people change plans based on that they end up flying whenever works for them without re updating i have had a name change and had to update my account but not possible to do on the site or app i called the customer service and was told i had to call headquarters i called and left voicemail but they call back when its convenient for them and if youre in the middle of work thats it youve lost your chance i went to the agent at airport and she said she couldnt change the account and that i have to email the headquarters i emailed the headquarters a week ago and nothing got done about it i ended up having to be patted down every time at the airport and due to that i get late i fly laxsacramento every week and today as i was running after having been patted down to make it to my gate they called my name for the first time i heard my name being announced and while the guy was seeing me run he gave order to close doors couldnt change the account and that i have to email the headquarters i emailed the headquarters a week ago and nothing was done about it today as i was running after being patted down to make it to my gate they called my name for the first time i heard my name being announced and while i was looking at guy at gate in disbelief and begging him to let me go in but of course he refused stay away from this airline if possible  they try to make up for their deficiencies by telling their stupid jokes in reality rude and robotic service,sacramento los angeles worst experience ever airline delayed change time flight delayed dont care people change plans based end flying whenever works without updating name change update account possible site app called customer service told call headquarters called left voicemail call back convenient youre middle work thats youve lost chance went agent airport said couldnt change account email headquarters emailed headquarters week ago nothing got done ended patted every time airport due get late fly laxsacramento every week today running patted make gate called name first time heard name announced guy seeing run gave order close doors couldnt change account email headquarters emailed headquarters week ago nothing done today running patted make gate called name first time heard name announced looking guy gate disbelief begging let go course refused stay away airline possible try make deficiencies telling stupid jokes reality rude robotic service,NEG
